MAG_ID	Family	Clade	Clade_abbreviation	habitat	num_contigs	sum_len_contigs	min_len_contigs	avg_len_contigs	max_len_contigs	N50_contig_length	num_proteins	sum_protein_length	min_protein_len	avg_protein_len	max_protein_len	mag_id_original	mag_id_short	fasta_file	fasta_path
ERX556034.38.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	4	185474	35758	46368.5	68748	43069	248	59537	42	240.1	1760	ERX556034.38.dc.fa	ERX556034.38	ERX556034.38.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556034.38.fa.dc.faa
ERX556034.40.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	147515	10617	29503.0	58480	31359	188	47010	40	250.1	2414	ERX556034.40.dc.fa	ERX556034.40	ERX556034.40.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556034.40.fa.dc.faa
ERX556035.15.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	3	147072	23614	49024.0	76771	76771	188	47013	39	250.1	2332	ERX556035.15.dc.fa	ERX556035.15	ERX556035.15.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556035.15.fa.dc.faa
ERX556037.11.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	122933	13758	24586.6	42761	27037	165	39307	36	238.2	2337	ERX556037.11.dc.fa	ERX556037.11	ERX556037.11.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556037.11.fa.dc.faa
ERX556037.7.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	7	122771	10562	17538.7	24180	21067	180	39354	34	218.6	1074	ERX556037.7.dc.fa	ERX556037.7	ERX556037.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556037.7.fa.dc.faa
ERX556040.45.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	13	225146	11129	17318.9	34836	17049	325	71830	33	221.0	1167	ERX556040.45.dc.fa	ERX556040.45	ERX556040.45.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556040.45.fa.dc.faa
ERX556040.51.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	106163	12846	17693.8	21954	19298	150	33809	36	225.4	1515	ERX556040.51.dc.fa	ERX556040.51	ERX556040.51.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556040.51.fa.dc.faa
ERX556059.2.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	147120	12394	24520.0	53568	33096	193	47227	28	244.7	2157	ERX556059.2.dc.fa	ERX556059.2	ERX556059.2.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556059.2.fa.dc.faa
ERX556059.7.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	2	139628	18255	69814.0	121373	121373	199	44581	37	224.0	1221	ERX556059.7.dc.fa	ERX556059.7	ERX556059.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556059.7.fa.dc.faa
ERX556075.42.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	3	141613	34510	47204.3	71176	71176	216	44876	35	207.8	1461	ERX556075.42.dc.fa	ERX556075.42	ERX556075.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556075.42.fa.dc.faa
ERX556091.18.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	104411	10952	20882.2	36228	28145	154	33069	35	214.7	1050	ERX556091.18.dc.fa	ERX556091.18	ERX556091.18.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556091.18.fa.dc.faa
ERX556091.9.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	149717	13926	24952.8	45559	42567	214	48128	25	224.9	1317	ERX556091.9.dc.fa	ERX556091.9	ERX556091.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556091.9.fa.dc.faa
ERX556101.60.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	139343	13230	23223.8	33871	28139	203	44621	39	219.8	1152	ERX556101.60.dc.fa	ERX556101.60	ERX556101.60.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556101.60.fa.dc.faa
ERX556119.13.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	7	121615	11091	17373.6	25071	20835	174	38480	48	221.1	1275	ERX556119.13.dc.fa	ERX556119.13	ERX556119.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556119.13.fa.dc.faa
ERX556119.17.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	7	174060	10400	24865.7	39372	31605	244	54938	25	225.2	2503	ERX556119.17.dc.fa	ERX556119.17	ERX556119.17.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556119.17.fa.dc.faa
ERX556121.51.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	2	101631	17861	50815.5	83770	83770	105	32882	60	313.2	2689	ERX556121.51.dc.fa	ERX556121.51	ERX556121.51.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556121.51.fa.dc.faa
ERX556127.13.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	166218	13179	27703.0	61907	34480	230	53370	25	232.0	1438	ERX556127.13.dc.fa	ERX556127.13	ERX556127.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556127.13.fa.dc.faa
ERX556127.7.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	7	116073	10582	16581.9	22181	17608	171	36527	35	213.6	1297	ERX556127.7.dc.fa	ERX556127.7	ERX556127.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556127.7.fa.dc.faa
ERX556127.9.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	9	172575	10103	19175.0	43025	19486	245	54302	25	221.6	1751	ERX556127.9.dc.fa	ERX556127.9	ERX556127.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556127.9.fa.dc.faa
ERX556299.34.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	116863	15390	19477.2	28820	19640	169	36816	23	217.8	1529	ERX556299.34.dc.fa	ERX556299.34	ERX556299.34.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556299.34.fa.dc.faa
ERX556340.12.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	7	125328	15390	17904.0	20158	18652	176	38632	34	219.5	2512	ERX556340.12.dc.fa	ERX556340.12	ERX556340.12.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556340.12.fa.dc.faa
ERX633348.16.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	136811	10471	22801.8	39394	35941	211	43952	42	208.3	1798	ERX633348.16.dc.fa	ERX633348.16	ERX633348.16.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633348.16.fa.dc.faa
ERX633354.2.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	3	155152	29141	51717.3	77228	48783	238	48827	32	205.2	1057	ERX633354.2.dc.fa	ERX633354.2	ERX633354.2.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633354.2.fa.dc.faa
ERX633354.21.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	4	149702	25896	37425.5	52511	42609	216	47727	39	221.0	1291	ERX633354.21.dc.fa	ERX633354.21	ERX633354.21.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633354.21.fa.dc.faa
ERX633355.23.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	157700	11058	31540.0	60131	52762	239	49696	36	207.9	1057	ERX633355.23.dc.fa	ERX633355.23	ERX633355.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633355.23.fa.dc.faa
ERX633356.9.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	4	152779	17240	38194.8	77120	77120	235	48103	32	204.7	1057	ERX633356.9.dc.fa	ERX633356.9	ERX633356.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633356.9.fa.dc.faa
ERX943717.70.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	158645	20249	31729.0	59990	30602	222	49874	20	224.7	1076	ERX943717.70.dc.fa	ERX943717.70	ERX943717.70.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX943717.70.fa.dc.faa
SRX514547.24.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	107796	10653	21559.2	31726	26089	169	33583	36	198.7	753	SRX514547.24.dc.fa	SRX514547.24	SRX514547.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX514547.24.fa.dc.faa
SRX514547.36.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	115549	14589	23109.8	43899	23917	178	36337	39	204.1	1070	SRX514547.36.dc.fa	SRX514547.36	SRX514547.36.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX514547.36.fa.dc.faa
SRX514547.41.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	129399	13501	21566.5	50784	18375	196	40823	36	208.3	1073	SRX514547.41.dc.fa	SRX514547.41	SRX514547.41.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX514547.41.fa.dc.faa
SRX672316.10.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	4	115087	15291	28771.8	41004	33885	168	36386	35	216.6	1464	SRX672316.10.dc.fa	SRX672316.10	SRX672316.10.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX672316.10.fa.dc.faa
SRX802073.32.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	126217	15135	25243.4	40867	26344	203	39823	34	196.2	1140	SRX802073.32.dc.fa	SRX802073.32	SRX802073.32.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.32.fa.dc.faa
SRX802074.38.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	4	112238	19370	28059.5	38550	29715	172	35304	34	205.3	1433	SRX802074.38.dc.fa	SRX802074.38	SRX802074.38.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802074.38.fa.dc.faa
SRX802076.42.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	136378	12509	22729.7	45271	23271	205	42866	34	209.1	1405	SRX802076.42.dc.fa	SRX802076.42	SRX802076.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802076.42.fa.dc.faa
SRX802076.50.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	3	129431	15785	43143.7	71407	71407	172	40635	36	236.3	1420	SRX802076.50.dc.fa	SRX802076.50	SRX802076.50.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802076.50.fa.dc.faa
SRX802143.45.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	6	100887	10351	16814.5	33859	17888	136	32042	38	235.6	1150	SRX802143.45.dc.fa	SRX802143.45	SRX802143.45.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.45.fa.dc.faa
SRX802143.75.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	4	107824	22858	26956.0	31551	30053	165	33752	34	204.6	894	SRX802143.75.dc.fa	SRX802143.75	SRX802143.75.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.75.fa.dc.faa
SRX802189.59.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	114440	15889	22888.0	31121	23148	175	36087	34	206.2	1212	SRX802189.59.dc.fa	SRX802189.59	SRX802189.59.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802189.59.fa.dc.faa
SRX803008.7.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Marine	5	154653	20372	30930.6	42555	28964	237	48599	33	205.1	1369	SRX803008.7.dc.fa	SRX803008.7	SRX803008.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX803008.7.fa.dc.faa
SRX871251.15.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_1	LP01	Freshwater	6	134383	14147	22397.2	41744	21053	213	43128	26	202.5	1188	SRX871251.15.dc.fa	SRX871251.15	SRX871251.15.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX871251.15.fa.dc.faa
SRX272783.128.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_2	LP02	bioreactor sludge	4	213311	20761	53327.8	85908	71062	245	62792	21	256.3	2115	SRX272783.128.dc.fa	SRX272783.128	SRX272783.128.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX272783.128.fa.dc.faa
SRX327520.45.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_2	LP02	hydrocarbon metagenome	5	135772	11563	27154.4	39620	39290	181	41713	30	230.5	1278	SRX327520.45.dc.fa	SRX327520.45	SRX327520.45.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.45.fa.dc.faa
ERX552261.44.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	11	261761	10700	23796.5	75250	24812	278	81308	39	292.5	3882	ERX552261.44.dc.fa	ERX552261.44	ERX552261.44.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552261.44.fa.dc.faa
ERX552270.64.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	9	296405	10134	32933.9	75673	47619	341	92460	41	271.1	1734	ERX552270.64.dc.fa	ERX552270.64	ERX552270.64.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.64.fa.dc.faa
ERX555907.31.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	20	298526	10039	14926.3	29982	14391	411	90964	34	221.3	1351	ERX555907.31.dc.fa	ERX555907.31	ERX555907.31.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555907.31.fa.dc.faa
ERX555907.69.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	13	254772	10682	19597.8	45426	18443	325	79790	25	245.5	1317	ERX555907.69.dc.fa	ERX555907.69	ERX555907.69.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555907.69.fa.dc.faa
ERX555967.39.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	10	292866	10294	29286.6	61940	41636	385	91449	29	237.5	1888	ERX555967.39.dc.fa	ERX555967.39	ERX555967.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555967.39.fa.dc.faa
SRX802077.116.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	4	137554	20349	34388.5	69658	69658	191	47856	37	250.6	1321	SRX802077.116.dc.fa	SRX802077.116	SRX802077.116.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.116.fa.dc.faa
SRX802202.141.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_3	LP03	Marine	7	124659	10365	17808.4	23916	20252	150	38516	39	256.8	1341	SRX802202.141.dc.fa	SRX802202.141	SRX802202.141.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.141.fa.dc.faa
ERX552270.119.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	5	107849	12760	21569.8	27627	26602	129	34247	42	265.5	2073	ERX552270.119.dc.fa	ERX552270.119	ERX552270.119.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.119.fa.dc.faa
ERX552274.3.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	7	122492	11597	17498.9	29617	16196	158	37625	42	238.1	1556	ERX552274.3.dc.fa	ERX552274.3	ERX552274.3.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552274.3.fa.dc.faa
ERX552283.9.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	5	160102	19528	32020.4	59046	32967	164	50462	45	307.7	2271	ERX552283.9.dc.fa	ERX552283.9	ERX552283.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552283.9.fa.dc.faa
ERX555917.66.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	6	136816	10048	22802.7	38717	34818	150	42902	25	286.0	2974	ERX555917.66.dc.fa	ERX555917.66	ERX555917.66.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555917.66.fa.dc.faa
ERX555919.35.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	13	233505	10244	17961.9	45141	18121	273	74542	28	273.0	2322	ERX555919.35.dc.fa	ERX555919.35	ERX555919.35.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555919.35.fa.dc.faa
ERX556005.53.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	12	168844	10574	14070.3	20589	14684	221	52980	37	239.7	1098	ERX556005.53.dc.fa	ERX556005.53	ERX556005.53.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556005.53.fa.dc.faa
ERX556005.59.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	6	134003	10557	22333.8	53682	21802	172	41760	52	242.8	992	ERX556005.59.dc.fa	ERX556005.59	ERX556005.59.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556005.59.fa.dc.faa
ERX556017.11.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	8	241606	16182	30200.8	47851	38986	261	74470	30	285.3	3192	ERX556017.11.dc.fa	ERX556017.11	ERX556017.11.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556017.11.fa.dc.faa
ERX556034.5.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	10	202435	12425	20243.5	29496	23413	268	63081	20	235.4	1148	ERX556034.5.dc.fa	ERX556034.5	ERX556034.5.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556034.5.fa.dc.faa
ERX556101.28.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	3	182123	10751	60707.7	147257	147257	223	55865	26	250.5	1943	ERX556101.28.dc.fa	ERX556101.28	ERX556101.28.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556101.28.fa.dc.faa
ERX556101.9.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	3	139710	15494	46570.0	101680	101680	167	43028	22	257.7	1557	ERX556101.9.dc.fa	ERX556101.9	ERX556101.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556101.9.fa.dc.faa
ERX633347.21.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	7	424853	16157	60693.3	102776	84783	474	132321	32	279.2	2609	ERX633347.21.dc.fa	ERX633347.21	ERX633347.21.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633347.21.fa.dc.faa
SRX802077.163.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	12	250533	10060	20877.8	52267	20111	305	76158	35	249.7	2948	SRX802077.163.dc.fa	SRX802077.163	SRX802077.163.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.163.fa.dc.faa
SRX802143.131.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	1	138347	138347	138347.0	138347	138347	155	43176	43	278.6	2587	SRX802143.131.dc.fa	SRX802143.131	SRX802143.131.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.131.fa.dc.faa
SRX802202.135.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	9	157024	10023	17447.1	41490	16619	175	47894	34	273.7	1722	SRX802202.135.dc.fa	SRX802202.135	SRX802202.135.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.135.fa.dc.faa
SRX802202.24.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	9	277699	10379	30855.4	68971	34027	333	84873	34	254.9	1846	SRX802202.24.dc.fa	SRX802202.24	SRX802202.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.24.fa.dc.faa
SRX802963.53.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_4	LP04	Marine	9	278252	10088	30916.9	79096	29980	338	85320	29	252.4	2917	SRX802963.53.dc.fa	SRX802963.53	SRX802963.53.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802963.53.fa.dc.faa
ERX552270.7.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_5	LP05	Marine	9	229017	12743	25446.3	38019	26018	272	71242	25	261.9	5250	ERX552270.7.dc.fa	ERX552270.7	ERX552270.7.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.7.fa.dc.faa
ERX552270.8.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_5	LP05	Marine	9	188439	10404	20937.7	40718	25870	236	59240	38	251.0	2298	ERX552270.8.dc.fa	ERX552270.8	ERX552270.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.8.fa.dc.faa
ERX552270.50.dc.fa	Late_Phycodnaviridae	Late_Phycodnaviridae_clade_6	LP06	Marine	8	217182	10537	27147.8	57075	30829	241	65524	31	271.9	1253	ERX552270.50.dc.fa	ERX552270.50	ERX552270.50.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.50.fa.dc.faa
SRX802077.154.dc.fa	Marseilleviridae	Marseilleviridae_clade_1	MR01	Marine	5	264873	15702	52974.6	125471	46931	309	75009	32	242.7	1524	SRX802077.154.dc.fa	SRX802077.154	SRX802077.154.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.154.fa.dc.faa
ERX288947.1.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	395942	12025	24746.4	51456	26153	445	122722	38	275.8	2352	ERX288947.1.dc.fa	ERX288947.1	ERX288947.1.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288947.1.fa.dc.faa
ERX288947.11.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	11	520263	16236	47296.6	120680	71943	557	160716	30	288.5	3138	ERX288947.11.dc.fa	ERX288947.11	ERX288947.11.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288947.11.fa.dc.faa
ERX288947.59.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	16	259793	10086	16237.1	37903	17152	293	80600	39	275.1	2877	ERX288947.59.dc.fa	ERX288947.59	ERX288947.59.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288947.59.fa.dc.faa
ERX288965.16.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	408222	12377	31401.7	62292	44300	446	127391	25	285.6	1966	ERX288965.16.dc.fa	ERX288965.16	ERX288965.16.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288965.16.fa.dc.faa
ERX288973.1.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	18	317706	10003	17650.3	42970	18084	364	98255	26	269.9	1643	ERX288973.1.dc.fa	ERX288973.1	ERX288973.1.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288973.1.fa.dc.faa
ERX288975.8.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	19	351524	10611	18501.3	38177	17577	401	107632	23	268.4	1654	ERX288975.8.dc.fa	ERX288975.8	ERX288975.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288975.8.fa.dc.faa
ERX289005.28.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	19	391185	10398	20588.7	41526	22477	399	121897	27	305.5	1956	ERX289005.28.dc.fa	ERX289005.28	ERX289005.28.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX289005.28.fa.dc.faa
ERX289005.60.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	13	307294	12037	23638.0	43088	25951	326	96178	34	295.0	1821	ERX289005.60.dc.fa	ERX289005.60	ERX289005.60.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX289005.60.fa.dc.faa
ERX552243.80.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	17	333735	10067	19631.5	38148	22233	336	105317	33	313.4	3169	ERX552243.80.dc.fa	ERX552243.80	ERX552243.80.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552243.80.fa.dc.faa
ERX552243.92.dc.fa	Mimiviridae	Mimiviridae_clade_1	MM01	Marine	43	775833	10070	18042.6	50167	17700	818	241735	33	295.5	1951	ERX552243.92.dc.fa	ERX552243.92	ERX552243.92.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552243.92.fa.dc.faa
