gene_family	domain_group	raw_label	seq_core	mag_id_short	clade	has_explicit_viral_suffix
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556031.42.fa.dc..contig_30532_15...MM01	ERX556031.42.fa.dc..contig_30532_15	ERX556031.42	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556037.19.fa.dc..contig_3706_1...MM01	ERX556037.19.fa.dc..contig_3706_1	ERX556037.19	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556049.12.fa.dc..contig_18569_24...MM01	ERX556049.12.fa.dc..contig_18569_24	ERX556049.12	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556106.20.fa.dc..contig_1611_176...MM01	ERX556106.20.fa.dc..contig_1611_176	ERX556106.20	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556127.29.fa.dc..contig_14182_29...MM01	ERX556127.29.fa.dc..contig_14182_29	ERX556127.29	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555945.3.fa.dc..contig_5025_23	ERX555945.3.fa.dc..contig_5025_23	ERX555945.3		False
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555978.20.fa.dc..contig_1509_57	ERX555978.20.fa.dc..contig_1509_57	ERX555978.20		False
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556015.14.fa.dc..contig_36866_17	ERX556015.14.fa.dc..contig_36866_17	ERX556015.14		False
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552254.5.fa.dc..contig_9118_30	ERX552254.5.fa.dc..contig_9118_30	ERX552254.5		False
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555926.32.fa.dc..contig_26568_22	ERX555926.32.fa.dc..contig_26568_22	ERX555926.32		False
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556031.42.fa.dc..contig_15517_1	ERX556031.42.fa.dc..contig_15517_1	ERX556031.42		False
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556037.19.fa.dc..contig_146031_1	ERX556037.19.fa.dc..contig_146031_1	ERX556037.19		False
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552252.49.fa.dc..contig_84629_15...MM09	ERX552252.49.fa.dc..contig_84629_15	ERX552252.49	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552253.3.fa.dc..contig_17914_9...MM09	ERX552253.3.fa.dc..contig_17914_9	ERX552253.3	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552254.13.fa.dc..contig_33076_7...MM16	ERX552254.13.fa.dc..contig_33076_7	ERX552254.13	MM16	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552254.5.fa.dc..contig_9118_34...MM01	ERX552254.5.fa.dc..contig_9118_34	ERX552254.5	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552255.59.fa.dc..contig_29295_7...MM09	ERX552255.59.fa.dc..contig_29295_7	ERX552255.59	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552255.7.fa.dc..contig_869_8...MM09	ERX552255.7.fa.dc..contig_869_8	ERX552255.7	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552255.7.fa.dc..contig_4107_18...MM09	ERX552255.7.fa.dc..contig_4107_18	ERX552255.7	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552256.7.fa.dc..contig_23928_1...MM01	ERX552256.7.fa.dc..contig_23928_1	ERX552256.7	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552257.96.fa.dc..contig_70780_14...MM11	ERX552257.96.fa.dc..contig_70780_14	ERX552257.96	MM11	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552270.10.fa.dc..contig_4764_19...MM09	ERX552270.10.fa.dc..contig_4764_19	ERX552270.10	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552270.42.fa.dc..contig_13650_27...MM09	ERX552270.42.fa.dc..contig_13650_27	ERX552270.42	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552270.51.fa.dc..contig_628_9...MM01	ERX552270.51.fa.dc..contig_628_9	ERX552270.51	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552270.56.fa.dc..contig_4353_133...MM09	ERX552270.56.fa.dc..contig_4353_133	ERX552270.56	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552277.41.fa.dc..contig_80257_8...MM09	ERX552277.41.fa.dc..contig_80257_8	ERX552277.41	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552296.31.fa.dc..contig_27115_23...MM01	ERX552296.31.fa.dc..contig_27115_23	ERX552296.31	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552296.3.fa.dc..contig_62860_4...MM01	ERX552296.3.fa.dc..contig_62860_4	ERX552296.3	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552296.8.fa.dc..contig_54970_18...MM01	ERX552296.8.fa.dc..contig_54970_18	ERX552296.8	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552298.2.fa.dc..contig_68360_16...MM09	ERX552298.2.fa.dc..contig_68360_16	ERX552298.2	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552298.2.fa.dc..contig_178080_6...MM09	ERX552298.2.fa.dc..contig_178080_6	ERX552298.2	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.17.fa.dc..contig_37807_5...MM07	ERX552302.17.fa.dc..contig_37807_5	ERX552302.17	MM07	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.18.fa.dc..contig_21035_8...MM09	ERX552302.18.fa.dc..contig_21035_8	ERX552302.18	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.18.fa.dc..contig_29928_6...MM09	ERX552302.18.fa.dc..contig_29928_6	ERX552302.18	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.25.fa.dc..contig_16075_6...MM01	ERX552302.25.fa.dc..contig_16075_6	ERX552302.25	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.42.fa.dc..contig_30774_15...MM01	ERX552302.42.fa.dc..contig_30774_15	ERX552302.42	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.45.fa.dc..contig_2309_11...MM09	ERX552302.45.fa.dc..contig_2309_11	ERX552302.45	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX552302.45.fa.dc..contig_9238_15...MM09	ERX552302.45.fa.dc..contig_9238_15	ERX552302.45	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555907.45.fa.dc..contig_179_25...MM09	ERX555907.45.fa.dc..contig_179_25	ERX555907.45	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555907.48.fa.dc..contig_17388_2...MM09	ERX555907.48.fa.dc..contig_17388_2	ERX555907.48	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555907.69.fa.dc..contig_34749_1...LP03	ERX555907.69.fa.dc..contig_34749_1	ERX555907.69	LP03	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555907.72.fa.dc..contig_554_4...MM09	ERX555907.72.fa.dc..contig_554_4	ERX555907.72	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555907.72.fa.dc..contig_2255_41...MM09	ERX555907.72.fa.dc..contig_2255_41	ERX555907.72	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555907.87.fa.dc..contig_1795_11...MM09	ERX555907.87.fa.dc..contig_1795_11	ERX555907.87	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555913.32.fa.dc..contig_8258_46...MM09	ERX555913.32.fa.dc..contig_8258_46	ERX555913.32	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555913.32.fa.dc..contig_17255_10...MM09	ERX555913.32.fa.dc..contig_17255_10	ERX555913.32	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555917.28.fa.dc..contig_404_25...MM09	ERX555917.28.fa.dc..contig_404_25	ERX555917.28	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555926.27.fa.dc..contig_351_15...MM01	ERX555926.27.fa.dc..contig_351_15	ERX555926.27	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555926.32.fa.dc..contig_26568_17...MM16	ERX555926.32.fa.dc..contig_26568_17	ERX555926.32	MM16	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555926.32.fa.dc..contig_26568_18...MM16	ERX555926.32.fa.dc..contig_26568_18	ERX555926.32	MM16	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555945.3.fa.dc..contig_6012_18...MM09	ERX555945.3.fa.dc..contig_6012_18	ERX555945.3	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555951.15.fa.dc..contig_471_9...MM09	ERX555951.15.fa.dc..contig_471_9	ERX555951.15	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555951.15.fa.dc..contig_51296_7...MM09	ERX555951.15.fa.dc..contig_51296_7	ERX555951.15	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555951.28.fa.dc..contig_64698_14...MM09	ERX555951.28.fa.dc..contig_64698_14	ERX555951.28	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555951.28.fa.dc..contig_105159_8...MM09	ERX555951.28.fa.dc..contig_105159_8	ERX555951.28	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555961.43.fa.dc..contig_774_20...MM09	ERX555961.43.fa.dc..contig_774_20	ERX555961.43	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555961.47.fa.dc..contig_42_24...MM09	ERX555961.47.fa.dc..contig_42_24	ERX555961.47	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555961.47.fa.dc..contig_1710_37...MM09	ERX555961.47.fa.dc..contig_1710_37	ERX555961.47	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555964.34.fa.dc..contig_18882_34...MM01	ERX555964.34.fa.dc..contig_18882_34	ERX555964.34	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555967.26.fa.dc..contig_3048_51...MM01	ERX555967.26.fa.dc..contig_3048_51	ERX555967.26	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555967.81.fa.dc..contig_20121_26...MM01	ERX555967.81.fa.dc..contig_20121_26	ERX555967.81	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555978.20.fa.dc..contig_24397_2...MM09	ERX555978.20.fa.dc..contig_24397_2	ERX555978.20	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555987.28.fa.dc..contig_15542_40...MM09	ERX555987.28.fa.dc..contig_15542_40	ERX555987.28	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555990.11.fa.dc..contig_699_6...MM09	ERX555990.11.fa.dc..contig_699_6	ERX555990.11	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX555997.39.fa.dc..contig_58978_23...MM12	ERX555997.39.fa.dc..contig_58978_23	ERX555997.39	MM12	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556005.35.fa.dc..contig_1072_23...MM09	ERX556005.35.fa.dc..contig_1072_23	ERX556005.35	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556005.37.fa.dc..contig_21658_7...MM09	ERX556005.37.fa.dc..contig_21658_7	ERX556005.37	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556005.53.fa.dc..contig_56506_18...LP04	ERX556005.53.fa.dc..contig_56506_18	ERX556005.53	LP04	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556009.10.fa.dc..contig_8666_27...MM01	ERX556009.10.fa.dc..contig_8666_27	ERX556009.10	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556015.14.fa.dc..contig_110100_17...MM09	ERX556015.14.fa.dc..contig_110100_17	ERX556015.14	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556031.42.fa.dc..contig_30532_12...MM01	ERX556031.42.fa.dc..contig_30532_12	ERX556031.42	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556034.16.fa.dc..contig_33791_6...MM09	ERX556034.16.fa.dc..contig_33791_6	ERX556034.16	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556034.5.fa.dc..contig_28193_27...LP04	ERX556034.5.fa.dc..contig_28193_27	ERX556034.5	LP04	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556037.19.fa.dc..contig_3706_4...MM01	ERX556037.19.fa.dc..contig_3706_4	ERX556037.19	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556049.12.fa.dc..contig_18569_17...MM01	ERX556049.12.fa.dc..contig_18569_17	ERX556049.12	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556054.16.fa.dc..contig_10611_10...MM09	ERX556054.16.fa.dc..contig_10611_10	ERX556054.16	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556054.16.fa.dc..contig_55688_19...MM09	ERX556054.16.fa.dc..contig_55688_19	ERX556054.16	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556060.39.fa.dc..contig_38135_24...MM09	ERX556060.39.fa.dc..contig_38135_24	ERX556060.39	MM09	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556106.20.fa.dc..contig_1611_175...MM01	ERX556106.20.fa.dc..contig_1611_175	ERX556106.20	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556127.29.fa.dc..contig_14182_32...MM01	ERX556127.29.fa.dc..contig_14182_32	ERX556127.29	MM01	True
TCA_succinate_dehydrogenase_subunit_B	This_study	ERX556134.17.fa.dc..contig_202_12...MM09	ERX556134.17.fa.dc..contig_202_12	ERX556134.17	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX288947.1.fa.dc..contig_4850_13...MM01	ERX288947.1.fa.dc..contig_4850_13	ERX288947.1	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX288965.16.fa.dc..contig_2422_13...MM01	ERX288965.16.fa.dc..contig_2422_13	ERX288965.16	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX288973.1.fa.dc..contig_356_12...MM01	ERX288973.1.fa.dc..contig_356_12	ERX288973.1	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX288973.1.fa.dc..contig_356_13...MM01	ERX288973.1.fa.dc..contig_356_13	ERX288973.1	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX288975.8.fa.dc..contig_12831_4...MM01	ERX288975.8.fa.dc..contig_12831_4	ERX288975.8	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552252.49.fa.dc..contig_7299_10...MM09	ERX552252.49.fa.dc..contig_7299_10	ERX552252.49	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552254.32.fa.dc..contig_19166_34...MM01	ERX552254.32.fa.dc..contig_19166_34	ERX552254.32	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552256.7.fa.dc..contig_5916_13...MM01	ERX552256.7.fa.dc..contig_5916_13	ERX552256.7	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552256.7.fa.dc..contig_23928_4...MM01	ERX552256.7.fa.dc..contig_23928_4	ERX552256.7	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552270.100.fa.dc..contig_9516_7...MM01	ERX552270.100.fa.dc..contig_9516_7	ERX552270.100	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552270.100.fa.dc..contig_9516_8...MM01	ERX552270.100.fa.dc..contig_9516_8	ERX552270.100	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552274.30.fa.dc..contig_19128_12...MM01	ERX552274.30.fa.dc..contig_19128_12	ERX552274.30	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552274.9.fa.dc..contig_13358_14...MM01	ERX552274.9.fa.dc..contig_13358_14	ERX552274.9	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552288.111.fa.dc..contig_19603_32...MM01	ERX552288.111.fa.dc..contig_19603_32	ERX552288.111	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552296.45.fa.dc..contig_89073_3...MM01	ERX552296.45.fa.dc..contig_89073_3	ERX552296.45	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX552302.42.fa.dc..contig_30774_14...MM01	ERX552302.42.fa.dc..contig_30774_14	ERX552302.42	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555907.48.fa.dc..contig_3127_17...MM09	ERX555907.48.fa.dc..contig_3127_17	ERX555907.48	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555926.27.fa.dc..contig_30772_11...MM01	ERX555926.27.fa.dc..contig_30772_11	ERX555926.27	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555941.31.fa.dc..contig_14892_4...MM09	ERX555941.31.fa.dc..contig_14892_4	ERX555941.31	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555945.3.fa.dc..contig_3898_19...MM09	ERX555945.3.fa.dc..contig_3898_19	ERX555945.3	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555967.81.fa.dc..contig_20121_32...MM01	ERX555967.81.fa.dc..contig_20121_32	ERX555967.81	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555967.90.fa.dc..contig_16658_38...MM01	ERX555967.90.fa.dc..contig_16658_38	ERX555967.90	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555978.20.fa.dc..contig_33772_11...MM09	ERX555978.20.fa.dc..contig_33772_11	ERX555978.20	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX555978.8.fa.dc..contig_10978_18...MM01	ERX555978.8.fa.dc..contig_10978_18	ERX555978.8	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556009.6.fa.dc..contig_12041_14...MM01	ERX556009.6.fa.dc..contig_12041_14	ERX556009.6	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556009.7.fa.dc..contig_6442_26...MM01	ERX556009.7.fa.dc..contig_6442_26	ERX556009.7	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556015.14.fa.dc..contig_66525_5...MM09	ERX556015.14.fa.dc..contig_66525_5	ERX556015.14	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556017.61.fa.dc..contig_73878_18...MM09	ERX556017.61.fa.dc..contig_73878_18	ERX556017.61	MM09	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556028.57.fa.dc..contig_19068_56...MM01	ERX556028.57.fa.dc..contig_19068_56	ERX556028.57	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556068.30.fa.dc..contig_101664_3...MM01	ERX556068.30.fa.dc..contig_101664_3	ERX556068.30	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556088.18.fa.dc..contig_10377_13...MM01	ERX556088.18.fa.dc..contig_10377_13	ERX556088.18	MM01	True
TCA_cycle_Succ_Dhydrogenase_subunit_C	This_study	ERX556101.13.fa.dc..contig_129694_21...MM01	ERX556101.13.fa.dc..contig_129694_21	ERX556101.13	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX288947.1.fa.dc..contig_9341_30...MM01	ERX288947.1.fa.dc..contig_9341_30	ERX288947.1	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX288965.16.fa.dc..contig_10138_22...MM01	ERX288965.16.fa.dc..contig_10138_22	ERX288965.16	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX288973.1.fa.dc..contig_2183_31...MM01	ERX288973.1.fa.dc..contig_2183_31	ERX288973.1	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX288975.8.fa.dc..contig_3883_9...MM01	ERX288975.8.fa.dc..contig_3883_9	ERX288975.8	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX552243.92.fa.dc..contig_90099_11...MM01	ERX552243.92.fa.dc..contig_90099_11	ERX552243.92	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX552252.36.fa.dc..contig_15445_23...MM09	ERX552252.36.fa.dc..contig_15445_23	ERX552252.36	MM09	True
TCA_cycle_Citrate_synthase	This_study	ERX552256.7.fa.dc..contig_5916_11...MM01	ERX552256.7.fa.dc..contig_5916_11	ERX552256.7	MM01	True
TCA_cycle_Citrate_synthase	This_study	ERX552270.56.fa.dc..contig_4353_48...MM09	ERX552270.56.fa.dc..contig_4353_48	ERX552270.56	MM09	True
TCA_cycle_Citrate_synthase	This_study	ERX555941.31.fa.dc..contig_13338_4...MM09	ERX555941.31.fa.dc..contig_13338_4	ERX555941.31	MM09	True
TCA_cycle_Citrate_synthase	This_study	ERX555945.3.fa.dc..contig_3472_22...MM09	ERX555945.3.fa.dc..contig_3472_22	ERX555945.3	MM09	True
TCA_cycle_Citrate_synthase	This_study	ERX555978.20.fa.dc..contig_10556_10...MM09	ERX555978.20.fa.dc..contig_10556_10	ERX555978.20	MM09	True
TCA_cycle_Citrate_synthase	This_study	ERX556015.14.fa.dc..contig_43163_4...MM09	ERX556015.14.fa.dc..contig_43163_4	ERX556015.14	MM09	True
TCA_cycle_Citrate_synthase	This_study	ERX556017.61.fa.dc..contig_57824_13...MM09	ERX556017.61.fa.dc..contig_57824_13	ERX556017.61	MM09	True
TCA_cycle_Citrate_synthase	This_study	GCA_002966485.1_ASM296648v1..KY523104.1_918...MM16	GCA_002966485.1_ASM296648v1..KY523104.1_918		MM16	True
TCA_cycle_Citrate_synthase	This_study	SRX802077.79.fa.dc..contig_53318_11...MM16	SRX802077.79.fa.dc..contig_53318_11	SRX802077.79	MM16	True
Chl_ab_binding_proteins	This_study	ERX288947.11.fa.dc..contig_3684_30...MM01	ERX288947.11.fa.dc..contig_3684_30	ERX288947.11	MM01	True
Chl_ab_binding_proteins	This_study	ERX288947.1.fa.dc..contig_4397_21...MM01	ERX288947.1.fa.dc..contig_4397_21	ERX288947.1	MM01	True
Chl_ab_binding_proteins	This_study	ERX288947.59.fa.dc..contig_25629_14...MM01	ERX288947.59.fa.dc..contig_25629_14	ERX288947.59	MM01	True
Chl_ab_binding_proteins	This_study	ERX288965.16.fa.dc..contig_4107_26...MM01	ERX288965.16.fa.dc..contig_4107_26	ERX288965.16	MM01	True
Chl_ab_binding_proteins	This_study	ERX288973.1.fa.dc..contig_592_26...MM01	ERX288973.1.fa.dc..contig_592_26	ERX288973.1	MM01	True
Chl_ab_binding_proteins	This_study	ERX288975.8.fa.dc..contig_2012_22...MM01	ERX288975.8.fa.dc..contig_2012_22	ERX288975.8	MM01	True
Chl_ab_binding_proteins	This_study	ERX289005.28.fa.dc..contig_65405_7...MM01	ERX289005.28.fa.dc..contig_65405_7	ERX289005.28	MM01	True
Chl_ab_binding_proteins	This_study	ERX552252.1.fa.dc..contig_1513_9...MM01	ERX552252.1.fa.dc..contig_1513_9	ERX552252.1	MM01	True
Chl_ab_binding_proteins	This_study	ERX552252.49.fa.dc..contig_24919_19...MM09	ERX552252.49.fa.dc..contig_24919_19	ERX552252.49	MM09	True
Chl_ab_binding_proteins	This_study	ERX552252.57.fa.dc..contig_4660_29...LP01	ERX552252.57.fa.dc..contig_4660_29	ERX552252.57	LP01	True
Chl_ab_binding_proteins	This_study	ERX552252.57.fa.dc..contig_4660_30...LP01	ERX552252.57.fa.dc..contig_4660_30	ERX552252.57	LP01	True
Chl_ab_binding_proteins	This_study	ERX552252.6.fa.dc..contig_13625_2...LP01	ERX552252.6.fa.dc..contig_13625_2	ERX552252.6	LP01	True
Chl_ab_binding_proteins	This_study	ERX552254.5.fa.dc..contig_15403_21...MM01	ERX552254.5.fa.dc..contig_15403_21	ERX552254.5	MM01	True
Chl_ab_binding_proteins	This_study	ERX552256.7.fa.dc..contig_8903_72...MM01	ERX552256.7.fa.dc..contig_8903_72	ERX552256.7	MM01	True
Chl_ab_binding_proteins	This_study	ERX552258.48.fa.dc..contig_43208_1...EP05	ERX552258.48.fa.dc..contig_43208_1	ERX552258.48	EP05	True
Chl_ab_binding_proteins	This_study	ERX552261.31.fa.dc..contig_763_3...MM09	ERX552261.31.fa.dc..contig_763_3	ERX552261.31	MM09	True
Chl_ab_binding_proteins	This_study	ERX552270.100.fa.dc..contig_9516_17...MM01	ERX552270.100.fa.dc..contig_9516_17	ERX552270.100	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.10.fa.dc..contig_23559_13...MM09	ERX552270.10.fa.dc..contig_23559_13	ERX552270.10	MM09	True
Chl_ab_binding_proteins	This_study	ERX552270.114.fa.dc..contig_13135_13...MM01	ERX552270.114.fa.dc..contig_13135_13	ERX552270.114	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.24.fa.dc..contig_16894_17...MM01	ERX552270.24.fa.dc..contig_16894_17	ERX552270.24	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.24.fa.dc..contig_35096_23...MM01	ERX552270.24.fa.dc..contig_35096_23	ERX552270.24	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.42.fa.dc..contig_3082_8...MM09	ERX552270.42.fa.dc..contig_3082_8	ERX552270.42	MM09	True
Chl_ab_binding_proteins	This_study	ERX552270.51.fa.dc..contig_7889_46...MM01	ERX552270.51.fa.dc..contig_7889_46	ERX552270.51	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.52.fa.dc..contig_1781_23...MM01	ERX552270.52.fa.dc..contig_1781_23	ERX552270.52	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.56.fa.dc..contig_4353_144...MM09	ERX552270.56.fa.dc..contig_4353_144	ERX552270.56	MM09	True
Chl_ab_binding_proteins	This_study	ERX552270.61.fa.dc..contig_21856_12...MM12	ERX552270.61.fa.dc..contig_21856_12	ERX552270.61	MM12	True
Chl_ab_binding_proteins	This_study	ERX552270.62.fa.dc..contig_9540_40...MM01	ERX552270.62.fa.dc..contig_9540_40	ERX552270.62	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.62.fa.dc..contig_10622_33...MM01	ERX552270.62.fa.dc..contig_10622_33	ERX552270.62	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.64.fa.dc..contig_2761_52...LP03	ERX552270.64.fa.dc..contig_2761_52	ERX552270.64	LP03	True
Chl_ab_binding_proteins	This_study	ERX552270.65.fa.dc..contig_18233_6...MM01	ERX552270.65.fa.dc..contig_18233_6	ERX552270.65	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.74.fa.dc..contig_53522_20...MM01	ERX552270.74.fa.dc..contig_53522_20	ERX552270.74	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.86.fa.dc..contig_1709_81...MM01	ERX552270.86.fa.dc..contig_1709_81	ERX552270.86	MM01	True
Chl_ab_binding_proteins	This_study	ERX552270.94.fa.dc..contig_28937_25...MM01	ERX552270.94.fa.dc..contig_28937_25	ERX552270.94	MM01	True
